file_name,fold1,fold2,fold3,start,end,stutter
HeStutters_1_189.wav,stutter_audio,HeStutters,1,17700640,17748640,1
HeStutters_1_19.wav,stutter_audio,HeStutters,1,30230560,30278560,1
HeStutters_1_190.wav,stutter_audio,HeStutters,1,17865440,17913440,1
HeStutters_1_191.wav,stutter_audio,HeStutters,1,17900000,17948000,1
HeStutters_1_192.wav,stutter_audio,HeStutters,1,17972960,18020960,1
HeStutters_1_193.wav,stutter_audio,HeStutters,1,18006240,18054240,1
HeStutters_1_194.wav,stutter_audio,HeStutters,1,3995680,4043680,1
HeStutters_1_195.wav,stutter_audio,HeStutters,1,4043360,4091360,1
HeStutters_1_196.wav,stutter_audio,HeStutters,1,18749120,18797120,1
HeStutters_1_197.wav,stutter_audio,HeStutters,1,18789600,18837600,1
HeStutters_1_198.wav,stutter_audio,HeStutters,1,19098880,19146880,1
HeStutters_1_199.wav,stutter_audio,HeStutters,1,19138080,19186080,1
HeStutters_1_2.wav,stutter_audio,HeStutters,1,28160960,28208960,1
HeStutters_1_20.wav,stutter_audio,HeStutters,1,30284320,30332320,1
HeStutters_1_200.wav,stutter_audio,HeStutters,1,19231360,19279360,1
HeStutters_1_201.wav,stutter_audio,HeStutters,1,19308960,19356960,1
HeStutters_1_202.wav,stutter_audio,HeStutters,1,19786720,19834720,1
HeStutters_1_203.wav,stutter_audio,HeStutters,1,19823040,19871040,1
HeStutters_1_204.wav,stutter_audio,HeStutters,1,19858560,19906560,1
HeStutters_1_205.wav,stutter_audio,HeStutters,1,20301280,20349280,1
HeStutters_1_206.wav,stutter_audio,HeStutters,1,20360480,20408480,1
HeStutters_1_207.wav,stutter_audio,HeStutters,1,20414720,20462720,1
HeStutters_1_208.wav,stutter_audio,HeStutters,1,20455680,20503680,1
HeStutters_1_209.wav,stutter_audio,HeStutters,1,20511200,20559200,1
HeStutters_1_21.wav,stutter_audio,HeStutters,1,30707360,30755360,1
HeStutters_1_210.wav,stutter_audio,HeStutters,1,20727200,20775200,1
HeStutters_1_211.wav,stutter_audio,HeStutters,1,20761440,20809440,1
HeStutters_1_212.wav,stutter_audio,HeStutters,1,20840160,20888160,1
HeStutters_1_213.wav,stutter_audio,HeStutters,1,20876960,20924960,1
HeStutters_1_214.wav,stutter_audio,HeStutters,1,4101600,4149600,1
HeStutters_1_215.wav,stutter_audio,HeStutters,1,20998080,21046080,1
HeStutters_1_216.wav,stutter_audio,HeStutters,1,21037120,21085120,1
HeStutters_1_217.wav,stutter_audio,HeStutters,1,21576320,21624320,1
HeStutters_1_218.wav,stutter_audio,HeStutters,1,21609600,21657600,1
HeStutters_1_219.wav,stutter_audio,HeStutters,1,21760480,21808480,1
HeStutters_1_22.wav,stutter_audio,HeStutters,1,30745440,30793440,1
HeStutters_1_220.wav,stutter_audio,HeStutters,1,21794560,21842560,1
HeStutters_1_221.wav,stutter_audio,HeStutters,1,21863040,21911040,1
HeStutters_1_222.wav,stutter_audio,HeStutters,1,21952160,22000160,1
HeStutters_1_223.wav,stutter_audio,HeStutters,1,22759680,22807680,1
HeStutters_1_224.wav,stutter_audio,HeStutters,1,22819200,22867200,1
HeStutters_1_225.wav,stutter_audio,HeStutters,1,22859840,22907840,1
HeStutters_1_226.wav,stutter_audio,HeStutters,1,22896640,22944640,1
HeStutters_1_227.wav,stutter_audio,HeStutters,1,22919360,22967360,1
HeStutters_1_228.wav,stutter_audio,HeStutters,1,22972800,23020800,1
HeStutters_1_229.wav,stutter_audio,HeStutters,1,23255360,23303360,1
HeStutters_1_23.wav,stutter_audio,HeStutters,1,30771360,30819360,1
HeStutters_1_230.wav,stutter_audio,HeStutters,1,23288480,23336480,1
HeStutters_1_231.wav,stutter_audio,HeStutters,1,4642400,4690400,1
HeStutters_1_232.wav,stutter_audio,HeStutters,1,4675520,4723520,1
HeStutters_1_233.wav,stutter_audio,HeStutters,1,23335040,23383040,1
HeStutters_1_234.wav,stutter_audio,HeStutters,1,23371520,23419520,1
HeStutters_1_235.wav,stutter_audio,HeStutters,1,23451360,23499360,1
HeStutters_1_236.wav,stutter_audio,HeStutters,1,23485440,23533440,1
HeStutters_1_237.wav,stutter_audio,HeStutters,1,23531360,23579360,1
HeStutters_1_238.wav,stutter_audio,HeStutters,1,23564640,23612640,1
HeStutters_1_239.wav,stutter_audio,HeStutters,1,24020000,24068000,1
HeStutters_1_24.wav,stutter_audio,HeStutters,1,30819840,30867840,1
HeStutters_1_240.wav,stutter_audio,HeStutters,1,24063680,24111680,1
HeStutters_1_241.wav,stutter_audio,HeStutters,1,24104000,24152000,1
HeStutters_1_242.wav,stutter_audio,HeStutters,1,24141920,24189920,1
HeStutters_1_243.wav,stutter_audio,HeStutters,1,24229920,24277920,1
HeStutters_1_244.wav,stutter_audio,HeStutters,1,24263200,24311200,1
HeStutters_1_245.wav,stutter_audio,HeStutters,1,24326240,24374240,1
HeStutters_1_246.wav,stutter_audio,HeStutters,1,24364160,24412160,1
HeStutters_1_247.wav,stutter_audio,HeStutters,1,24762880,24810880,1
HeStutters_1_248.wav,stutter_audio,HeStutters,1,24795840,24843840,1
HeStutters_1_249.wav,stutter_audio,HeStutters,1,25347520,25395520,1
HeStutters_1_25.wav,stutter_audio,HeStutters,1,30925120,30973120,1
HeStutters_1_250.wav,stutter_audio,HeStutters,1,25383200,25431200,1
HeStutters_1_251.wav,stutter_audio,HeStutters,1,25457120,25505120,1
HeStutters_1_252.wav,stutter_audio,HeStutters,1,4712800,4760800,1
HeStutters_1_253.wav,stutter_audio,HeStutters,1,4751200,4799200,1
HeStutters_1_254.wav,stutter_audio,HeStutters,1,26066720,26114720,1
HeStutters_1_255.wav,stutter_audio,HeStutters,1,26099680,26147680,1
HeStutters_1_256.wav,stutter_audio,HeStutters,1,26785280,26833280,1
HeStutters_1_257.wav,stutter_audio,HeStutters,1,26855520,26903520,1
HeStutters_1_258.wav,stutter_audio,HeStutters,1,26877120,26925120,1
HeStutters_1_259.wav,stutter_audio,HeStutters,1,27084640,27132640,1
HeStutters_1_26.wav,stutter_audio,HeStutters,1,30961440,31009440,1
HeStutters_1_260.wav,stutter_audio,HeStutters,1,27120640,27168640,1
HeStutters_1_261.wav,stutter_audio,HeStutters,1,27184000,27232000,1
HeStutters_1_262.wav,stutter_audio,HeStutters,1,27226080,27274080,1
HeStutters_1_263.wav,stutter_audio,HeStutters,1,27324960,27372960,1
HeStutters_1_264.wav,stutter_audio,HeStutters,1,27357440,27405440,1
HeStutters_1_265.wav,stutter_audio,HeStutters,1,27487840,27535840,1
HeStutters_1_266.wav,stutter_audio,HeStutters,1,27524480,27572480,1
HeStutters_1_267.wav,stutter_audio,HeStutters,1,27572160,27620160,1
HeStutters_1_268.wav,stutter_audio,HeStutters,1,27623200,27671200,1
HeStutters_1_269.wav,stutter_audio,HeStutters,1,27772480,27820480,1
HeStutters_1_27.wav,stutter_audio,HeStutters,1,31099040,31147040,1
HeStutters_1_270.wav,stutter_audio,HeStutters,1,27808960,27856960,1
HeStutters_1_271.wav,stutter_audio,HeStutters,1,4800480,4848480,1
HeStutters_1_272.wav,stutter_audio,HeStutters,1,4835360,4883360,1
HeStutters_1_28.wav,stutter_audio,HeStutters,1,31132480,31180480,1
HeStutters_1_29.wav,stutter_audio,HeStutters,1,31224160,31272160,1
HeStutters_1_3.wav,stutter_audio,HeStutters,1,28193760,28241760,1
HeStutters_1_30.wav,stutter_audio,HeStutters,1,31286560,31334560,1
HeStutters_1_31.wav,stutter_audio,HeStutters,1,31628960,31676960,1
HeStutters_1_32.wav,stutter_audio,HeStutters,1,31661920,31709920,1
HeStutters_1_33.wav,stutter_audio,HeStutters,1,31802080,31850080,1
HeStutters_1_34.wav,stutter_audio,HeStutters,1,31838240,31886240,1
HeStutters_1_35.wav,stutter_audio,HeStutters,1,31881600,31929600,1
HeStutters_1_36.wav,stutter_audio,HeStutters,1,31917440,31965440,1
HeStutters_1_37.wav,stutter_audio,HeStutters,1,5095680,5143680,1
HeStutters_1_38.wav,stutter_audio,HeStutters,1,31963680,32011680,1
HeStutters_1_39.wav,stutter_audio,HeStutters,1,32034720,32082720,1
HeStutters_1_4.wav,stutter_audio,HeStutters,1,28351360,28399360,1
HeStutters_1_40.wav,stutter_audio,HeStutters,1,32086560,32134560,1
HeStutters_1_41.wav,stutter_audio,HeStutters,1,32346240,32394240,1
HeStutters_1_42.wav,stutter_audio,HeStutters,1,32392000,32440000,1
HeStutters_1_43.wav,stutter_audio,HeStutters,1,32695840,32743840,1
HeStutters_1_44.wav,stutter_audio,HeStutters,1,32728480,32776480,1
HeStutters_1_45.wav,stutter_audio,HeStutters,1,32800640,32848640,1
HeStutters_1_46.wav,stutter_audio,HeStutters,1,32841920,32889920,1
HeStutters_1_47.wav,stutter_audio,HeStutters,1,33042240,33090240,1
HeStutters_1_48.wav,stutter_audio,HeStutters,1,33092160,33140160,1
HeStutters_1_49.wav,stutter_audio,HeStutters,1,33136160,33184160,1
HeStutters_1_5.wav,stutter_audio,HeStutters,1,28390400,28438400,1
HeStutters_1_50.wav,stutter_audio,HeStutters,1,33175200,33223200,1
HeStutters_1_51.wav,stutter_audio,HeStutters,1,33325280,33373280,1
HeStutters_1_52.wav,stutter_audio,HeStutters,1,33372160,33420160,1
HeStutters_1_53.wav,stutter_audio,HeStutters,1,34068000,34116000,1
HeStutters_1_54.wav,stutter_audio,HeStutters,1,34100800,34148800,1
HeStutters_1_55.wav,stutter_audio,HeStutters,1,34145280,34193280,1
HeStutters_1_56.wav,stutter_audio,HeStutters,1,34184480,34232480,1
HeStutters_1_57.wav,stutter_audio,HeStutters,1,5247680,5295680,1
HeStutters_1_58.wav,stutter_audio,HeStutters,1,5284000,5332000,1
HeStutters_1_59.wav,stutter_audio,HeStutters,1,34259040,34307040,1
HeStutters_1_6.wav,stutter_audio,HeStutters,1,28443200,28491200,1
HeStutters_1_60.wav,stutter_audio,HeStutters,1,34295840,34343840,1
HeStutters_1_61.wav,stutter_audio,HeStutters,1,34837280,34885280,1
HeStutters_1_62.wav,stutter_audio,HeStutters,1,34880640,34928640,1
HeStutters_1_63.wav,stutter_audio,HeStutters,1,34995840,35043840,1
HeStutters_1_64.wav,stutter_audio,HeStutters,1,35047520,35095520,1
HeStutters_1_65.wav,stutter_audio,HeStutters,1,35435840,35483840,1
HeStutters_1_66.wav,stutter_audio,HeStutters,1,35470560,35518560,1
HeStutters_1_67.wav,stutter_audio,HeStutters,1,35897120,35945120,1
HeStutters_1_68.wav,stutter_audio,HeStutters,1,35930720,35978720,1
HeStutters_1_69.wav,stutter_audio,HeStutters,1,36596000,36644000,1
HeStutters_1_7.wav,stutter_audio,HeStutters,1,28506080,28554080,1
HeStutters_1_70.wav,stutter_audio,HeStutters,1,36630240,36678240,1
HeStutters_1_71.wav,stutter_audio,HeStutters,1,37078240,37126240,1
HeStutters_1_72.wav,stutter_audio,HeStutters,1,37112320,37160320,1
HeStutters_1_73.wav,stutter_audio,HeStutters,1,37220480,37268480,1
HeStutters_1_74.wav,stutter_audio,HeStutters,1,37266560,37314560,1
HeStutters_1_75.wav,stutter_audio,HeStutters,1,37930720,37978720,1
HeStutters_1_76.wav,stutter_audio,HeStutters,1,37967840,38015840,1
HeStutters_1_77.wav,stutter_audio,HeStutters,1,38740320,38788320,1
HeStutters_1_78.wav,stutter_audio,HeStutters,1,38775520,38823520,1
HeStutters_1_79.wav,stutter_audio,HeStutters,1,5950880,5998880,1
HeStutters_1_8.wav,stutter_audio,HeStutters,1,28539840,28587840,1
HeStutters_1_80.wav,stutter_audio,HeStutters,1,6016640,6064640,1
HeStutters_1_81.wav,stutter_audio,HeStutters,1,38885920,38933920,1
HeStutters_1_82.wav,stutter_audio,HeStutters,1,38922880,38970880,1
HeStutters_1_83.wav,stutter_audio,HeStutters,1,38993440,39041440,1
HeStutters_1_84.wav,stutter_audio,HeStutters,1,39042720,39090720,1
HeStutters_1_85.wav,stutter_audio,HeStutters,1,39087040,39135040,1
HeStutters_1_86.wav,stutter_audio,HeStutters,1,39507680,39555680,1
HeStutters_1_87.wav,stutter_audio,HeStutters,1,39564320,39612320,1
HeStutters_1_88.wav,stutter_audio,HeStutters,1,39631040,39679040,1
HeStutters_1_89.wav,stutter_audio,HeStutters,1,39713600,39761600,1
HeStutters_1_9.wav,stutter_audio,HeStutters,1,29043360,29091360,1
HeStutters_1_90.wav,stutter_audio,HeStutters,1,39763040,39811040,1
HeStutters_1_91.wav,stutter_audio,HeStutters,1,39817440,39865440,1
HeStutters_1_92.wav,stutter_audio,HeStutters,1,39910240,39958240,1
HeStutters_1_93.wav,stutter_audio,HeStutters,1,39942720,39990720,1
HeStutters_1_94.wav,stutter_audio,HeStutters,1,39987680,40035680,1
HeStutters_1_95.wav,stutter_audio,HeStutters,1,40041440,40089440,1
HeStutters_1_96.wav,stutter_audio,HeStutters,1,6270720,6318720,1
HeStutters_1_97.wav,stutter_audio,HeStutters,1,6303360,6351360,1
HeStutters_1_98.wav,stutter_audio,HeStutters,1,40073280,40121280,1
HeStutters_1_99.wav,stutter_audio,HeStutters,1,40635200,40683200,1
HeStutters_10_0.wav,stutter_audio,HeStutters,10,32185760,32233760,1
HeStutters_10_1.wav,stutter_audio,HeStutters,10,4422400,4470400,1
HeStutters_10_10.wav,stutter_audio,HeStutters,10,9579680,9627680,1
HeStutters_10_11.wav,stutter_audio,HeStutters,10,2172960,2220960,1
HeStutters_10_12.wav,stutter_audio,HeStutters,10,10755520,10803520,1
HeStutters_10_13.wav,stutter_audio,HeStutters,10,10953120,11001120,1
HeStutters_10_14.wav,stutter_audio,HeStutters,10,11619680,11667680,1
HeStutters_10_15.wav,stutter_audio,HeStutters,10,12671040,12719040,1
HeStutters_10_16.wav,stutter_audio,HeStutters,10,2272000,2320000,1
HeStutters_10_17.wav,stutter_audio,HeStutters,10,14316960,14364960,1
HeStutters_10_18.wav,stutter_audio,HeStutters,10,15347200,15395200,1
HeStutters_10_19.wav,stutter_audio,HeStutters,10,2412320,2460320,1
HeStutters_10_2.wav,stutter_audio,HeStutters,10,34726240,34774240,1
HeStutters_10_20.wav,stutter_audio,HeStutters,10,2698560,2746560,1
HeStutters_10_21.wav,stutter_audio,HeStutters,10,18654240,18702240,1
HeStutters_10_22.wav,stutter_audio,HeStutters,10,20647040,20695040,1
HeStutters_10_23.wav,stutter_audio,HeStutters,10,22830880,22878880,1
HeStutters_10_24.wav,stutter_audio,HeStutters,10,23251040,23299040,1
HeStutters_10_25.wav,stutter_audio,HeStutters,10,23713760,23761760,1
HeStutters_10_26.wav,stutter_audio,HeStutters,10,23757280,23805280,1
HeStutters_10_27.wav,stutter_audio,HeStutters,10,24325120,24373120,1
HeStutters_10_28.wav,stutter_audio,HeStutters,10,24358080,24406080,1
HeStutters_10_29.wav,stutter_audio,HeStutters,10,24420640,24468640,1
HeStutters_10_3.wav,stutter_audio,HeStutters,10,34759520,34807520,1
HeStutters_10_30.wav,stutter_audio,HeStutters,10,24451360,24499360,1
HeStutters_10_31.wav,stutter_audio,HeStutters,10,24541120,24589120,1
HeStutters_10_32.wav,stutter_audio,HeStutters,10,25679360,25727360,1
HeStutters_10_33.wav,stutter_audio,HeStutters,10,26613600,26661600,1
HeStutters_10_34.wav,stutter_audio,HeStutters,10,26795520,26843520,1
HeStutters_10_35.wav,stutter_audio,HeStutters,10,28996160,29044160,1
HeStutters_10_36.wav,stutter_audio,HeStutters,10,29363040,29411040,1
HeStutters_10_37.wav,stutter_audio,HeStutters,10,29856800,29904800,1
HeStutters_10_38.wav,stutter_audio,HeStutters,10,30729120,30777120,1
HeStutters_10_39.wav,stutter_audio,HeStutters,10,31224000,31272000,1
HeStutters_10_4.wav,stutter_audio,HeStutters,10,37429600,37477600,1
HeStutters_10_5.wav,stutter_audio,HeStutters,10,37716320,37764320,1
HeStutters_10_6.wav,stutter_audio,HeStutters,10,5187040,5235040,1
HeStutters_10_7.wav,stutter_audio,HeStutters,10,2108800,2156800,1
HeStutters_10_8.wav,stutter_audio,HeStutters,10,7322400,7370400,1
HeStutters_10_9.wav,stutter_audio,HeStutters,10,9544800,9592800,1
HeStutters_11_0.wav,stutter_audio,HeStutters,11,6560,54560,1
HeStutters_11_1.wav,stutter_audio,HeStutters,11,36889760,36937760,1
HeStutters_11_10.wav,stutter_audio,HeStutters,11,38522720,38570720,1
HeStutters_11_100.wav,stutter_audio,HeStutters,11,15715040,15763040,1
HeStutters_11_101.wav,stutter_audio,HeStutters,11,15747200,15795200,1
HeStutters_11_102.wav,stutter_audio,HeStutters,11,16173280,16221280,1
HeStutters_11_103.wav,stutter_audio,HeStutters,11,16201280,16249280,1
HeStutters_11_104.wav,stutter_audio,HeStutters,11,718560,766560,1
HeStutters_11_105.wav,stutter_audio,HeStutters,11,743840,791840,1
HeStutters_11_106.wav,stutter_audio,HeStutters,11,16351680,16399680,1
HeStutters_11_107.wav,stutter_audio,HeStutters,11,16377760,16425760,1
HeStutters_11_108.wav,stutter_audio,HeStutters,11,16947520,16995520,1
HeStutters_11_109.wav,stutter_audio,HeStutters,11,16976480,17024480,1
HeStutters_11_11.wav,stutter_audio,HeStutters,11,38551520,38599520,1
HeStutters_11_110.wav,stutter_audio,HeStutters,11,17973440,18021440,1
HeStutters_11_111.wav,stutter_audio,HeStutters,11,18087040,18135040,1
HeStutters_11_112.wav,stutter_audio,HeStutters,11,18258720,18306720,1
HeStutters_11_113.wav,stutter_audio,HeStutters,11,18285920,18333920,1
HeStutters_11_114.wav,stutter_audio,HeStutters,11,18481280,18529280,1
HeStutters_11_115.wav,stutter_audio,HeStutters,11,18508320,18556320,1
HeStutters_11_116.wav,stutter_audio,HeStutters,11,18570720,18618720,1
HeStutters_11_117.wav,stutter_audio,HeStutters,11,18600640,18648640,1
HeStutters_11_118.wav,stutter_audio,HeStutters,11,18932160,18980160,1
HeStutters_11_119.wav,stutter_audio,HeStutters,11,18960320,19008320,1
HeStutters_11_12.wav,stutter_audio,HeStutters,11,38948160,38996160,1
HeStutters_11_120.wav,stutter_audio,HeStutters,11,19042560,19090560,1
HeStutters_11_121.wav,stutter_audio,HeStutters,11,19067680,19115680,1
HeStutters_11_122.wav,stutter_audio,HeStutters,11,19744960,19792960,1
HeStutters_11_123.wav,stutter_audio,HeStutters,11,19771040,19819040,1
HeStutters_11_124.wav,stutter_audio,HeStutters,11,19910400,19958400,1
HeStutters_11_125.wav,stutter_audio,HeStutters,11,19936480,19984480,1
HeStutters_11_126.wav,stutter_audio,HeStutters,11,902880,950880,1
HeStutters_11_127.wav,stutter_audio,HeStutters,11,928320,976320,1
HeStutters_11_128.wav,stutter_audio,HeStutters,11,20216000,20264000,1
HeStutters_11_129.wav,stutter_audio,HeStutters,11,20263520,20311520,1
HeStutters_11_13.wav,stutter_audio,HeStutters,11,38976800,39024800,1
HeStutters_11_130.wav,stutter_audio,HeStutters,11,21030720,21078720,1
HeStutters_11_131.wav,stutter_audio,HeStutters,11,21056640,21104640,1
HeStutters_11_132.wav,stutter_audio,HeStutters,11,21250080,21298080,1
HeStutters_11_133.wav,stutter_audio,HeStutters,11,21280960,21328960,1
HeStutters_11_134.wav,stutter_audio,HeStutters,11,22260640,22308640,1
HeStutters_11_135.wav,stutter_audio,HeStutters,11,22288000,22336000,1
HeStutters_11_136.wav,stutter_audio,HeStutters,11,22545920,22593920,1
HeStutters_11_137.wav,stutter_audio,HeStutters,11,22572000,22620000,1
HeStutters_11_138.wav,stutter_audio,HeStutters,11,22671520,22719520,1
HeStutters_11_139.wav,stutter_audio,HeStutters,11,22696480,22744480,1
HeStutters_11_14.wav,stutter_audio,HeStutters,11,39060960,39108960,1
HeStutters_11_140.wav,stutter_audio,HeStutters,11,22842560,22890560,1
HeStutters_11_141.wav,stutter_audio,HeStutters,11,22868800,22916800,1
HeStutters_11_142.wav,stutter_audio,HeStutters,11,22909760,22957760,1
HeStutters_11_143.wav,stutter_audio,HeStutters,11,23281920,23329920,1
HeStutters_11_144.wav,stutter_audio,HeStutters,11,23310720,23358720,1
HeStutters_11_145.wav,stutter_audio,HeStutters,11,23377600,23425600,1
HeStutters_11_146.wav,stutter_audio,HeStutters,11,23404960,23452960,1
